market,status,side,size,maxSize,entryPrice,exitPrice,createdAt,createdAtHeight,closedAt,sumOpen,sumClose,netFunding,subaccountNumber
SUI/USDC:USDC,OPEN,,93,,1.0767,,,,,,,,
ETH/USDC:USDC,OPEN,,3.0611,,2447.07,,,,,,,,
kBONK/USDC:USDC,OPEN,,484814,,0.017536,,,,,,,,
kSHIB/USDC:USDC,OPEN,,58103,,0.013767,,,,,,,,
LTC/USDC:USDC,OPEN,,22.91,,65.3298,,,,,,,,
kBONK/USDC:USDC,OPEN,,490763,,0.017528,,,,,,,,
SOL/USDC:USDC,OPEN,,1.49,,134.3916,,,,,,,,
AAVE/USDC:USDC,OPEN,,0.7,,145.64,,,,,,,,
ETH/USDC:USDC,OPEN,,3.1033,,2445.92,,,,,,,,
TRX/USDC:USDC,OPEN,,49748,,0.152676,,,,,,,,
kBONK/USDC:USDC,OPEN,,496801,,0.017516,,,,,,,,
ETH/USDC:USDC,OPEN,,3.146,,2444.47,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,65498,,0.01374,,,,,,,,
LTC/USDC:USDC,OPEN,,24.48,,65.2261,,,,,,,,,
kPEPE/USDC:USDC,OPEN,,129837,,0.007706,,,,,,,,
LINK/USDC:USDC,OPEN,,44.6,,11.20658,,,,,,,,
ONDO/USDC:USDC,OPEN,,1205,,0.658294,,,,,,,,
TON/USDC:USDC,OPEN,,35.8,,5.58364,,,,,,,,
SOL/USDC:USDC,OPEN,,2.25,,133.5094,,,,,,,,
ONDO/USDC:USDC,OPEN,,1367,,0.653587,,,,,,,,
BTC/USDC:USDC,OPEN,,0.01334,,59990.7,,,,,,,,,
ETH/USDC:USDC,OPEN,,3.1893,,2442.63,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,72968,,0.013704,,,,,,,,
ONDO/USDC:USDC,OPEN,,1531,,0.648919,,,,,,,,
LTC/USDC:USDC,OPEN,,26.06,,65.1056,,,,,,,,,
RUNE/USDC:USDC,OPEN,,25.4,,3.9324,,,,,,,,
LINK/USDC:USDC,OPEN,,53.8,,11.14201,,,,,,,,
LTC/USDC:USDC,OPEN,,27.65,,64.9801,,,,,,,,
TRX/USDC:USDC,OPEN,,50422,,0.152616,,,,,,,,
LTC/USDC:USDC,OPEN,,29.23,,64.8687,,,,,,,,
SOL/USDC:USDC,OPEN,,3.02,,132.6911,,,,,,,,,
LINK/USDC:USDC,OPEN,,63.2,,11.06764,,,,,,,,,
AAVE/USDC:USDC,OPEN,,1.43,,142.9088,,,,,,,,
TRX/USDC:USDC,OPEN,,51098,,0.152554,,,,,,,,
TRX/USDC:USDC,OPEN,,51774,,0.152492,,,,,,,,
TON/USDC:USDC,OPEN,,54.1,,5.54188,,,,,,,,
LINK/USDC:USDC,OPEN,,72.7,,11.0017,,,,,,,,
AAVE/USDC:USDC,OPEN,,1.66,,142.4282,,,,,,,,
AAVE/USDC:USDC,OPEN,,2.16,,141.7365,,,,,,,,
LTC/USDC:USDC,OPEN,,30.82,,64.7558,,,,,,,,
AAVE/USDC:USDC,OPEN,,2.89,,141.3837,,,,,,,,
kBONK/USDC:USDC,OPEN,,502839,,0.017507,,,,,,,,
ETH/USDC:USDC,OPEN,,3.2326,,2440.84,,,,,,,,
ETH/USDC:USDC,OPEN,,3.2761,,2438.94,,,,,,,,
kSHIB/USDC:USDC,OPEN,,80507,,0.013662,,,,,,,,,
kBONK/USDC:USDC,OPEN,,508903,,0.017495,,,,,,,,
BTC/USDC:USDC,OPEN,,0.01505,,59831.7,,,,,,,,
BTC/USDC:USDC,OPEN,,0.01676,,59702,,,,,,,,
AAVE/USDC:USDC,OPEN,,3.62,,141.1611,,,,,,,,
kBONK/USDC:USDC,OPEN,,510104,,0.017492,,,,,,,,
kBONK/USDC:USDC,OPEN,,514989,,0.017482,,,,,,,,
LINK/USDC:USDC,OPEN,,82.2,,10.95088,,,,,,,,
BTC/USDC:USDC,OPEN,,0.01849,,59516.3,,,,,,,,
TON/USDC:USDC,OPEN,,18.4,,5.436,,,,,,,,
TRX/USDC:USDC,OPEN,,52449,,0.152435,,,,,,,,
kBONK/USDC:USDC,OPEN,,521189,,0.017466,,,,,,,,
RUNE/USDC:USDC,OPEN,,25.8,,3.8764,,,,,,,,
TON/USDC:USDC,OPEN,,37,,5.40543,,,,,,,,
AAVE/USDC:USDC,OPEN,,4.35,,141.1509,,,,,,,,
kSHIB/USDC:USDC,OPEN,,88167,,0.01361,,,,,,,,
kBONK/USDC:USDC,OPEN,,527397,,0.01745,,,,,,,,
kBONK/USDC:USDC,OPEN,,533625,,0.017434,,,,,,,,
TRX/USDC:USDC,OPEN,,53123,,0.152382,,,,,,,,
RUNE/USDC:USDC,OPEN,,51.9,,3.85246,,,,,,,,
BTC/USDC:USDC,OPEN,,0.02021,,59392.4,,,,,,,,
kBONK/USDC:USDC,OPEN,,539843,,0.017419,,,,,,,,
ETH/USDC:USDC,OPEN,,3.3198,,2436.91,,,,,,,,
kSHIB/USDC:USDC,OPEN,,95822,,0.013566,,,,,,,,
BTC/USDC:USDC,OPEN,,0.02195,,59252.1,,,,,,,,
LTC/USDC:USDC,OPEN,,32.42,,64.6272,,,,,,,,
kPEPE/USDC:USDC,OPEN,,143828,,0.007652,,,,,,,,
kBONK/USDC:USDC,OPEN,,546110,,0.017402,,,,,,,,
AAVE/USDC:USDC,OPEN,,5.1,,140.5316,,,,,,,,
TRX/USDC:USDC,OPEN,,53791,,0.152349,,,,,,,,
LTC/USDC:USDC,OPEN,,34,,64.5496,,,,,,,,
AAVE/USDC:USDC,OPEN,,5.83,,140.5665,,,,,,,,
LTC/USDC:USDC,OPEN,,35.59,,64.4651,,,,,,,,
LTC/USDC:USDC,OPEN,,37.19,,64.373,,,,,,,,
TON/USDC:USDC,OPEN,,55.4,,5.40984,,,,,,,,
TRX/USDC:USDC,OPEN,,54457,,0.15232,,,,,,,,
TRX/USDC:USDC,OPEN,,55121,,0.1523,,,,,,,,
kPEPE/USDC:USDC,OPEN,,157363,,0.00763,,,,,,,,
kPEPE/USDC:USDC,OPEN,,171065,,0.007604,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,103327,,0.013548,,,,,,,,
ETH/USDC:USDC,OPEN,,3.3624,,2435.77,,,,,,,,
ONDO/USDC:USDC,OPEN,,1697,,0.644329,,,,,,,,
ONDO/USDC:USDC,OPEN,,1864,,0.640214,,,,,,,,
TRX/USDC:USDC,OPEN,,55788,,0.152271,,,,,,,,
TRX/USDC:USDC,OPEN,,56456,,0.152242,,,,,,,,
ETH/USDC:USDC,OPEN,,3.4052,,2434.47,,,,,,,,
kSHIB/USDC:USDC,OPEN,,110868,,0.013529,,,,,,,,
kSHIB/USDC:USDC,OPEN,,118444,,0.013508,,,,,,,,
ETH/USDC:USDC,OPEN,,3.4482,,2433.11,,,,,,,,
kPEPE/USDC:USDC,OPEN,,184892,,0.007576,,,,,,,,
ETH/USDC:USDC,OPEN,,3.4914,,2431.66,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,126029,,0.013489,,,,,,,,
TRX/USDC:USDC,OPEN,,57124,,0.152211,,,,,,,,
kBONK/USDC:USDC,OPEN,,552140,,0.017393,,,,,,,,
ETH/USDC:USDC,OPEN,,3.5344,,2430.3,,,,,,,,
kSHIB/USDC:USDC,OPEN,,133562,,0.013477,,,,,,,,
LTC/USDC:USDC,OPEN,,1.56,,63.884,,,,,,,,
TON/USDC:USDC,OPEN,,73.6,,5.4284,,,,,,,,
LTC/USDC:USDC,OPEN,,3.13,,63.731,,,,,,,,
kBONK/USDC:USDC,OPEN,,558184,,0.017384,,,,,,,,
ETH/USDC:USDC,OPEN,,3.5774,,2429,,,,,,,,
kBONK/USDC:USDC,OPEN,,564264,,0.017374,,,,,,,,
ADA/USDC:USDC,OPEN,,301,,0.33225,,,,,,,,
TRX/USDC:USDC,OPEN,,57791,,0.152184,,,,,,,,
kBONK/USDC:USDC,OPEN,,570412,,0.017363,,,,,,,,
RUNE/USDC:USDC,OPEN,,25.1,,3.9755,,,,,,,,
kPEPE/USDC:USDC,OPEN,,198829,,0.007549,,,,,,,,
ETH/USDC:USDC,OPEN,,3.6209,,2427.43,,,,,,,,
SUI/USDC:USDC,OPEN,,85.7,,1.1661,,,,,,,,
kBONK/USDC:USDC,OPEN,,576629,,0.017349,,,,,,,,
ADA/USDC:USDC,OPEN,,604,,0.330403,,,,,,,,
ETH/USDC:USDC,OPEN,,3.6647,,2425.68,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,141214,,0.013455,,,,,,,,
WLD/USDC:USDC,OPEN,,34.4,,1.4531,,,,,,,,
BTC/USDC:USDC,OPEN,,0.00168,,59641,,,,,,,,,
RUNE/USDC:USDC,OPEN,,50.4,,3.95737,,,,,,,,
SOL/USDC:USDC,OPEN,,3.8,,131.9191,,,,,,,,
TRX/USDC:USDC,OPEN,,58460,,0.152154,,,,,,,,
LTC/USDC:USDC,OPEN,,4.71,,63.5646,,,,,,,,
kPEPE/USDC:USDC,OPEN,,212737,,0.007525,,,,,,,,
LTC/USDC:USDC,OPEN,,7.87,,63.4459,,,,,,,,
TRX/USDC:USDC,OPEN,,59129,,0.152123,,,,,,,,
kPEPE/USDC:USDC,OPEN,,226680,,0.007504,,,,,,,,
kBONK/USDC:USDC,OPEN,,582873,,0.017335,,,,,,,,
ETH/USDC:USDC,OPEN,,3.7082,,2424.16,,,,,,,,
LTC/USDC:USDC,OPEN,,9.46,,63.316,,,,,,,,
LTC/USDC:USDC,OPEN,,12.64,,63.1436,,,,,,,,
kPEPE/USDC:USDC,OPEN,,240770,,0.00748,,,,,,,,,
RUNE/USDC:USDC,OPEN,,76.1,,3.93313,,,,,,,,
BTC/USDC:USDC,OPEN,,0.00336,,59635.5,,,,,,,,
WLD/USDC:USDC,OPEN,,69,,1.44833,,,,,,,,
kBONK/USDC:USDC,OPEN,,589199,,0.017318,,,,,,,,
kPEPE/USDC:USDC,OPEN,,254974,,0.007456,,,,,,,,
RUNE/USDC:USDC,OPEN,,102.1,,3.91178,,,,,,,,
TRX/USDC:USDC,OPEN,,59800,,0.152089,,,,,,,,
TRX/USDC:USDC,OPEN,,60471,,0.152054,,,,,,,,
TRX/USDC:USDC,OPEN,,61139,,0.152029,,,,,,,,
TRX/USDC:USDC,OPEN,,61807,,0.152004,,,,,,,,
TRX/USDC:USDC,OPEN,,62473,,0.151985,,,,,,,,
