market,status,side,size,maxSize,entryPrice,exitPrice,createdAt,createdAtHeight,closedAt,sumOpen,sumClose,netFunding,subaccountNumber
BCH-USD,OPEN,LONG,8.45,8.45,337.92710059171597633136,,2024-08-24T18:10:10.421Z,23593355,,8.45,0,1.90255,0,
FIL-USD,OPEN,LONG,499,499,3.93266132264529058118,,2024-08-24T12:59:16.751Z,23576169,,499,0,0.021349,0,
DOT-USD,OPEN,LONG,2159,2159,4.97122139879573876797,,2024-07-22T01:28:19.683Z,20898387,,2159,0,32.455014,0,
DYDX-USD,OPEN,LONG,7529,7529,1.18055917120467525569,,2024-06-07T06:57:45.111Z,17606805,,7529,0,-15.136689,0
AVAX-USD,OPEN,LONG,108.3,108.3,24.64838411819021237305,,2024-08-25T23:53:35.013Z,23691727,,108.3,0,0.144777,0,
ATOM-USD,OPEN,LONG,497,497,4.8932233400402414487,,2024-08-24T21:11:07.203Z,23603237,,497,0,0.579559,0,
BCH-USD,OPEN,LONG,8.45,8.45,337.92710059171597633136,,2024-08-24T18:10:10.421Z,23593355,,8.45,0,1.908465,0,
DOT-USD,OPEN,LONG,2159,2159,4.97122139879573876797,,2024-07-22T01:28:19.683Z,20898387,,2159,0,32.459332,0,
DYDX-USD,OPEN,LONG,7529,7529,1.18055917120467525569,,2024-06-07T06:57:45.111Z,17606805,,7529,0,-15.166805,0
ATOM-USD,OPEN,LONG,497,497,4.8932233400402414487,,2024-08-24T21:11:07.203Z,23603237,,497,0,0.584032,0,
BCH-USD,OPEN,LONG,8.45,8.45,337.92710059171597633136,,2024-08-24T18:10:10.421Z,23593355,,8.45,0,1.913535,0,
DOT-USD,OPEN,LONG,2159,2159,4.97122139879573876797,,2024-07-22T01:28:19.683Z,20898387,,2159,0,32.491717,0,
DYDX-USD,OPEN,LONG,7529,7529,1.18055917120467525569,,2024-06-07T06:57:45.111Z,17606805,,7529,0,-15.219508,0
ATOM-USD,OPEN,LONG,497,497,4.8932233400402414487,,2024-08-24T21:11:07.203Z,23603237,,497,0,0.58602,0,
BCH-USD,OPEN,LONG,8.45,8.45,337.92710059171597633136,,2024-08-24T18:10:10.421Z,23593355,,8.45,0,1.91945,0,
DOT-USD,OPEN,LONG,2159,2159,4.97122139879573876797,,2024-07-22T01:28:19.683Z,20898387,,2159,0,32.498194,0,
DYDX-USD,OPEN,LONG,7529,7529,1.18055917120467525569,,2024-06-07T06:57:45.111Z,17606805,,7529,0,-15.227037,0
BCH-USD,OPEN,LONG,8.45,8.45,337.92710059171597633136,,2024-08-24T18:10:10.421Z,23593355,,8.45,0,1.923675,0,
DOT-USD,OPEN,LONG,2159,2159,4.97122139879573876797,,2024-07-22T01:28:19.683Z,20898387,,2159,0,32.504671,0,
DYDX-USD,OPEN,LONG,7529,7529,1.18055917120467525569,,2024-06-07T06:57:45.111Z,17606805,,7529,0,-15.242095,0
BCH-USD,OPEN,LONG,8.45,8.45,337.92710059171597633136,,2024-08-24T18:10:10.421Z,23593355,,8.45,0,1.925365,0
AVAX-USD,OPEN,LONG,108.3,108.3,24.64838411819021237305,,2024-08-25T23:53:35.013Z,23691727,,108.3,0,0.155607,0,
BCH-USD,OPEN,LONG,8.45,8.45,337.92710059171597633136,,2024-08-24T18:10:10.421Z,23593355,,8.45,0,1.94987,0,
DOT-USD,OPEN,LONG,2159,2159,4.97122139879573876797,,2024-07-22T01:28:19.683Z,20898387,,2159,0,32.526261,0
AVAX-USD,OPEN,LONG,112.6,112.6,24.59039964476021314388,,2024-08-25T23:53:35.013Z,23691727,,112.6,0,0.155607,0,
ADA-USD,OPEN,LONG,7000,7000,0.36555371428571428571,,2024-08-24T01:42:04.320Z,23538689,,7000,0,-0.002798,0
BCH-USD,OPEN,LONG,8.75,8.75,337.48731428571428571428,,2024-08-24T18:10:10.421Z,23593355,,8.75,0,1.94987,0
BCH-USD,OPEN,LONG,8.75,8.75,337.48731428571428571428,,2024-08-24T18:10:10.421Z,23593355,,8.75,0,1.95862,0
AVAX-USD,OPEN,LONG,116.9,116.9,24.53337040205303678358,,2024-08-25T23:53:35.013Z,23691727,,116.9,0,0.155607,0
DOGE-USD,OPEN,LONG,23900,23900,0.10473974895397489539,,2024-08-24T18:08:03.875Z,23593240,,23900,0,-0.125765,0
FIL-USD,OPEN,LONG,526,526,3.91738212927756653994,,2024-08-24T12:59:16.751Z,23576169,,526,0,0.021349,0
NEAR-USD,OPEN,LONG,423,423,4.39543262411347517729,,2024-08-27T21:02:30.643Z,23844081,,423,0,0.078365,0,
BCH-USD,OPEN,LONG,8.75,8.75,337.48731428571428571428,,2024-08-24T18:10:10.421Z,23593355,,8.75,0,1.966495,0,
DOT-USD,OPEN,LONG,2159,2159,4.97122139879573876797,,2024-07-22T01:28:19.683Z,20898387,,2159,0,32.52842,0,
DYDX-USD,OPEN,LONG,7529,7529,1.18055917120467525569,,2024-06-07T06:57:45.111Z,17606805,,7529,0,-15.249624,0
DYDX-USD,OPEN,LONG,7637,7637,1.17687442713107241064,,2024-06-07T06:57:45.111Z,17606805,,7637,0,-15.249624,0
MATIC-USD,OPEN,LONG,6430,6430,0.47007682737169517885,,2024-08-25T01:42:35.289Z,23617896,,6430,0,0.003514,0,
BCH-USD,OPEN,LONG,9.06,9.06,336.98476821192052980132,,2024-08-24T18:10:10.421Z,23593355,,9.06,0,1.966495,0,
DYDX-USD,OPEN,LONG,7746,7746,1.1731753162922798864,,2024-06-07T06:57:45.111Z,17606805,,7746,0,-15.249624,0
FIL-USD,OPEN,LONG,553,553,3.90237432188065099459,,2024-08-24T12:59:16.751Z,23576169,,553,0,0.021349,0
ATOM-USD,OPEN,LONG,518,518,4.8820250965250965251,,2024-08-24T21:11:07.203Z,23603237,,518,0,0.58602,0
NEAR-USD,OPEN,LONG,423,423,4.39543262411347517729,,2024-08-27T21:02:30.643Z,23844081,,423,0,0.097823,0,
XRP-USD,OPEN,LONG,3160,3160,0.57987784810126582279,,2024-08-25T01:43:05.841Z,23617924,,3160,0,-0.012872,0,
BCH-USD,OPEN,LONG,9.06,9.06,336.98476821192052980132,,2024-08-24T18:10:10.421Z,23593355,,9.06,0,1.969213,0,
FIL-USD,OPEN,LONG,553,553,3.90237432188065099459,,2024-08-24T12:59:16.751Z,23576169,,553,0,0.023008,0,
DOT-USD,OPEN,LONG,2159,2159,4.97122139879573876797,,2024-07-22T01:28:19.683Z,20898387,,2159,0,32.545692,0
NEAR-USD,OPEN,LONG,447,447,4.37860402684563758388,,2024-08-27T21:02:30.643Z,23844081,,447,0,0.097823,0
DOGE-USD,OPEN,LONG,24800,24800,0.10459241935483870967,,2024-08-24T18:08:03.875Z,23593240,,24800,0,-0.125765,0,
ADA-USD,OPEN,LONG,7280,7280,0.36481318681318681318,,2024-08-24T01:42:04.320Z,23538689,,7280,0,-0.002798,0
FIL-USD,OPEN,LONG,580,580,3.88746034482758620691,,2024-08-24T12:59:16.751Z,23576169,,580,0,0.023008,0
NEAR-USD,OPEN,LONG,447,447,4.37860402684563758388,,2024-08-27T21:02:30.643Z,23844081,,447,0,0.099611,0,
AVAX-USD,OPEN,LONG,116.9,116.9,24.53337040205303678358,,2024-08-25T23:53:35.013Z,23691727,,116.9,0,0.156776,0,
BCH-USD,OPEN,LONG,9.06,9.06,336.98476821192052980132,,2024-08-24T18:10:10.421Z,23593355,,9.06,0,1.972837,0
NEAR-USD,OPEN,LONG,447,447,4.37860402684563758388,,2024-08-27T21:02:30.643Z,23844081,,447,0,0.100058,0,
AVAX-USD,OPEN,LONG,116.9,116.9,24.53337040205303678358,,2024-08-25T23:53:35.013Z,23691727,,116.9,0,0.157945,0,
BCH-USD,OPEN,LONG,9.06,9.06,336.98476821192052980132,,2024-08-24T18:10:10.421Z,23593355,,9.06,0,1.973743,0,
DOT-USD,OPEN,LONG,2159,2159,4.97122139879573876797,,2024-07-22T01:28:19.683Z,20898387,,2159,0,32.565123,0
ATOM-USD,OPEN,LONG,539,539,4.87103710575139146568,,2024-08-24T21:11:07.203Z,23603237,,539,0,0.58602,0
NEAR-USD,OPEN,LONG,447,447,4.37860402684563758388,,2024-08-27T21:02:30.643Z,23844081,,447,0,0.101846,0,
BCH-USD,OPEN,LONG,9.06,9.06,336.98476821192052980132,,2024-08-24T18:10:10.421Z,23593355,,9.06,0,1.975555,0,
FIL-USD,OPEN,LONG,580,580,3.88746034482758620691,,2024-08-24T12:59:16.751Z,23576169,,580,0,0.024748,0,
DOT-USD,OPEN,LONG,2159,2159,4.97122139879573876797,,2024-07-22T01:28:19.683Z,20898387,,2159,0,32.573759,0
ATOM-USD,OPEN,LONG,560,560,4.86016071428571428572,,2024-08-24T21:11:07.203Z,23603237,,560,0,0.58602,0,
DOGE-USD,OPEN,LONG,25700,25700,0.1044704669260700389,,2024-08-24T18:08:03.875Z,23593240,,25700,0,-0.125765,0
NEAR-USD,OPEN,LONG,447,447,4.37860402684563758388,,2024-08-27T21:02:30.643Z,23844081,,447,0,0.104081,0,
BCH-USD,OPEN,LONG,9.06,9.06,336.98476821192052980132,,2024-08-24T18:10:10.421Z,23593355,,9.06,0,1.979179,0,
FIL-USD,OPEN,LONG,580,580,3.88746034482758620691,,2024-08-24T12:59:16.751Z,23576169,,580,0,0.026488,0,
DOT-USD,OPEN,LONG,2159,2159,4.97122139879573876797,,2024-07-22T01:28:19.683Z,20898387,,2159,0,32.586713,0,
DYDX-USD,OPEN,LONG,7746,7746,1.1731753162922798864,,2024-06-07T06:57:45.111Z,17606805,,7746,0,-15.25737,0
NEAR-USD,OPEN,LONG,447,447,4.37860402684563758388,,2024-08-27T21:02:30.643Z,23844081,,447,0,0.106763,0,
BCH-USD,OPEN,LONG,9.06,9.06,336.98476821192052980132,,2024-08-24T18:10:10.421Z,23593355,,9.06,0,1.982803,0,
FIL-USD,OPEN,LONG,580,580,3.88746034482758620691,,2024-08-24T12:59:16.751Z,23576169,,580,0,0.028808,0,
DOT-USD,OPEN,LONG,2159,2159,4.97122139879573876797,,2024-07-22T01:28:19.683Z,20898387,,2159,0,32.59319,0
NEAR-USD,OPEN,LONG,471,471,4.36282802547770700636,,2024-08-27T21:02:30.643Z,23844081,,471,0,0.106763,0
ATOM-USD,OPEN,LONG,581,581,4.84891394148020654045,,2024-08-24T21:11:07.203Z,23603237,,581,0,0.58602,0,
DOGE-USD,OPEN,LONG,26600,26600,0.10435169172932330826,,2024-08-24T18:08:03.875Z,23593240,,26600,0,-0.125765,0,
DOT-USD,OPEN,LONG,2182,2182,4.96370348304307974338,,2024-07-22T01:28:19.683Z,20898387,,2182,0,32.59319,0
BCH-USD,OPEN,LONG,9.37,9.37,336.48900747065101387406,,2024-08-24T18:10:10.421Z,23593355,,9.37,0,1.982803,0
AVAX-USD,OPEN,LONG,121.2,121.2,24.4754207920792079208,,2024-08-25T23:53:35.013Z,23691727,,121.2,0,0.157945,0,
XRP-USD,OPEN,LONG,3330,3330,0.57918468468468468469,,2024-08-25T01:43:05.841Z,23617924,,3330,0,-0.012872,0,
FIL-USD,OPEN,LONG,608,608,3.87279440789473684212,,2024-08-24T12:59:16.751Z,23576169,,608,0,0.028808,0
NEAR-USD,OPEN,LONG,471,471,4.36282802547770700636,,2024-08-27T21:02:30.643Z,23844081,,471,0,0.107234,0,
BCH-USD,OPEN,LONG,9.37,9.37,336.48900747065101387406,,2024-08-24T18:10:10.421Z,23593355,,9.37,0,1.98374,0,
DOT-USD,OPEN,LONG,2182,2182,4.96370348304307974338,,2024-07-22T01:28:19.683Z,20898387,,2182,0,32.608464,0
NEAR-USD,OPEN,LONG,471,471,4.36282802547770700636,,2024-08-27T21:02:30.643Z,23844081,,471,0,0.109118,0,
XRP-USD,OPEN,LONG,3330,3330,0.57918468468468468469,,2024-08-25T01:43:05.841Z,23617924,,3330,0,-0.013538,0,
ATOM-USD,OPEN,LONG,581,581,4.84891394148020654045,,2024-08-24T21:11:07.203Z,23603237,,581,0,0.588925,0,
BCH-USD,OPEN,LONG,9.37,9.37,336.48900747065101387406,,2024-08-24T18:10:10.421Z,23593355,,9.37,0,1.984677,0,
FIL-USD,OPEN,LONG,608,608,3.87279440789473684212,,2024-08-24T12:59:16.751Z,23576169,,608,0,0.030024,0,
DOT-USD,OPEN,LONG,2182,2182,4.96370348304307974338,,2024-07-22T01:28:19.683Z,20898387,,2182,0,32.61501,0,
DYDX-USD,OPEN,LONG,7746,7746,1.1731753162922798864,,2024-06-07T06:57:45.111Z,17606805,,7746,0,-15.280608,0
NEAR-USD,OPEN,LONG,495,495,4.34673939393939393938,,2024-08-27T21:02:30.643Z,23844081,,495,0,0.109118,0
AVAX-USD,OPEN,LONG,125.5,125.5,24.41698804780876494025,,2024-08-25T23:53:35.013Z,23691727,,125.5,0,0.159157,0,
ATOM-USD,OPEN,LONG,581,581,4.84891394148020654045,,2024-08-24T21:11:07.203Z,23603237,,581,0,0.587763,0,
BCH-USD,OPEN,LONG,9.37,9.37,336.48900747065101387406,,2024-08-24T18:10:10.421Z,23593355,,9.37,0,1.986551,0,
FIL-USD,OPEN,LONG,608,608,3.87279440789473684212,,2024-08-24T12:59:16.751Z,23576169,,608,0,0.030632,0,
DOT-USD,OPEN,LONG,2182,2182,4.96370348304307974338,,2024-07-22T01:28:19.683Z,20898387,,2182,0,32.621556,0,
DYDX-USD,OPEN,LONG,7746,7746,1.1731753162922798864,,2024-06-07T06:57:45.111Z,17606805,,7746,0,-15.288354,0
DYDX-USD,OPEN,LONG,7856,7856,1.16942031568228105907,,2024-06-07T06:57:45.111Z,17606805,,7856,0,-15.288354,0
AVAX-USD,OPEN,LONG,129.9,129.9,24.35578137028483448808,,2024-08-25T23:53:35.013Z,23691727,,129.9,0,0.159157,0
AVAX-USD,OPEN,LONG,129.9,129.9,24.35578137028483448808,,2024-08-25T23:53:35.013Z,23691727,,129.9,0,0.160456,0,
XRP-USD,OPEN,LONG,3330,3330,0.57918468468468468469,,2024-08-25T01:43:05.841Z,23617924,,3330,0,-0.014204,0,
BCH-USD,OPEN,LONG,9.37,9.37,336.48900747065101387406,,2024-08-24T18:10:10.421Z,23593355,,9.37,0,1.988425,0,
DOT-USD,OPEN,LONG,2182,2182,4.96370348304307974338,,2024-07-22T01:28:19.683Z,20898387,,2182,0,32.643376,0
XRP-USD,OPEN,LONG,3330,3330,0.57918468468468468469,,2024-08-25T01:43:05.841Z,23617924,,3330,0,-0.016868,0,
DOT-USD,OPEN,LONG,2182,2182,4.96370348304307974338,,2024-07-22T01:28:19.683Z,20898387,,2182,0,32.656468,0,
DYDX-USD,OPEN,LONG,7856,7856,1.16942031568228105907,,2024-06-07T06:57:45.111Z,17606805,,7856,0,-15.29621,0
XRP-USD,OPEN,LONG,3330,3330,0.57918468468468468469,,2024-08-25T01:43:05.841Z,23617924,,3330,0,-0.017534,0,
ATOM-USD,OPEN,LONG,581,581,4.84891394148020654045,,2024-08-24T21:11:07.203Z,23603237,,581,0,0.589506,0,
BCH-USD,OPEN,LONG,9.37,9.37,336.48900747065101387406,,2024-08-24T18:10:10.421Z,23593355,,9.37,0,1.989362,0,
DOT-USD,OPEN,LONG,2182,2182,4.96370348304307974338,,2024-07-22T01:28:19.683Z,20898387,,2182,0,32.665196,0
AVAX-USD,OPEN,LONG,129.9,129.9,24.35578137028483448808,,2024-08-25T23:53:35.013Z,23691727,,129.9,0,0.161755,0,
BCH-USD,OPEN,LONG,9.37,9.37,336.48900747065101387406,,2024-08-24T18:10:10.421Z,23593355,,9.37,0,1.994047,0,
DOT-USD,OPEN,LONG,2182,2182,4.96370348304307974338,,2024-07-22T01:28:19.683Z,20898387,,2182,0,32.687016,0,
DYDX-USD,OPEN,LONG,7856,7856,1.16942031568228105907,,2024-06-07T06:57:45.111Z,17606805,,7856,0,-15.304066,0
NEAR-USD,OPEN,LONG,495,495,4.34673939393939393938,,2024-08-27T21:02:30.643Z,23844081,,495,0,0.109613,0,
AVAX-USD,OPEN,LONG,129.9,129.9,24.35578137028483448808,,2024-08-25T23:53:35.013Z,23691727,,129.9,0,0.165652,0,
XRP-USD,OPEN,LONG,3330,3330,0.57918468468468468469,,2024-08-25T01:43:05.841Z,23617924,,3330,0,-0.0182,0,
BCH-USD,OPEN,LONG,9.37,9.37,336.48900747065101387406,,2024-08-24T18:10:10.421Z,23593355,,9.37,0,1.996858,0,
DOT-USD,OPEN,LONG,2182,2182,4.96370348304307974338,,2024-07-22T01:28:19.683Z,20898387,,2182,0,32.706654,0,
DYDX-USD,OPEN,LONG,7856,7856,1.16942031568228105907,,2024-06-07T06:57:45.111Z,17606805,,7856,0,-15.327634,0
NEAR-USD,OPEN,LONG,495,495,4.34673939393939393938,,2024-08-27T21:02:30.643Z,23844081,,495,0,0.111593,0,
ATOM-USD,OPEN,LONG,581,581,4.84891394148020654045,,2024-08-24T21:11:07.203Z,23603237,,581,0,0.590668,0,
BCH-USD,OPEN,LONG,9.37,9.37,336.48900747065101387406,,2024-08-24T18:10:10.421Z,23593355,,9.37,0,2.003417,0,
FIL-USD,OPEN,LONG,608,608,3.87279440789473684212,,2024-08-24T12:59:16.751Z,23576169,,608,0,0.03428,0,
DOT-USD,OPEN,LONG,2182,2182,4.96370348304307974338,,2024-07-22T01:28:19.683Z,20898387,,2182,0,32.711018,0,
DYDX-USD,OPEN,LONG,7856,7856,1.16942031568228105907,,2024-06-07T06:57:45.111Z,17606805,,7856,0,-15.33549,0
NEAR-USD,OPEN,LONG,519,519,4.33190751445086705201,,2024-08-27T21:02:30.643Z,23844081,,519,0,0.111593,0,
BCH-USD,OPEN,LONG,9.68,9.68,336.02499999999999999999,,2024-08-24T18:10:10.421Z,23593355,,9.68,0,2.003417,0
AVAX-USD,OPEN,LONG,134.3,134.3,24.30120625465376023828,,2024-08-25T23:53:35.013Z,23691727,,134.3,0,0.165652,0
XRP-USD,OPEN,LONG,3500,3500,0.57852971428571428572,,2024-08-25T01:43:05.841Z,23617924,,3500,0,-0.0182,0
FIL-USD,OPEN,LONG,636,636,3.85937578616352201259,,2024-08-24T12:59:16.751Z,23576169,,636,0,0.03428,0
NEAR-USD,OPEN,LONG,519,519,4.33190751445086705201,,2024-08-27T21:02:30.643Z,23844081,,519,0,0.114188,0,
ATOM-USD,OPEN,LONG,581,581,4.84891394148020654045,,2024-08-24T21:11:07.203Z,23603237,,581,0,0.59183,0,
BCH-USD,OPEN,LONG,9.68,9.68,336.02499999999999999999,,2024-08-24T18:10:10.421Z,23593355,,9.68,0,2.007289,0,
FIL-USD,OPEN,LONG,636,636,3.85937578616352201259,,2024-08-24T12:59:16.751Z,23576169,,636,0,0.036188,0,
DYDX-USD,OPEN,LONG,7856,7856,1.16942031568228105907,,2024-06-07T06:57:45.111Z,17606805,,7856,0,-15.351202,0
NEAR-USD,OPEN,LONG,519,519,4.33190751445086705201,,2024-08-27T21:02:30.643Z,23844081,,519,0,0.124049,0,
XRP-USD,OPEN,LONG,3500,3500,0.57852971428571428572,,2024-08-25T01:43:05.841Z,23617924,,3500,0,-0.0196,0,
ATOM-USD,OPEN,LONG,581,581,4.84891394148020654045,,2024-08-24T21:11:07.203Z,23603237,,581,0,0.595316,0,
FIL-USD,OPEN,LONG,636,636,3.85937578616352201259,,2024-08-24T12:59:16.751Z,23576169,,636,0,0.038732,0,
DOT-USD,OPEN,LONG,2182,2182,4.96370348304307974338,,2024-07-22T01:28:19.683Z,20898387,,2182,0,32.73502,0,
DYDX-USD,OPEN,LONG,7856,7856,1.16942031568228105907,,2024-06-07T06:57:45.111Z,17606805,,7856,0,-15.359058,0
XRP-USD,OPEN,LONG,3670,3670,0.57782425068119891009,,2024-08-25T01:43:05.841Z,23617924,,3670,0,-0.0196,0
NEAR-USD,OPEN,LONG,544,544,4.31568933823529411763,,2024-08-27T21:02:30.643Z,23844081,,544,0,0.124049,0
FIL-USD,OPEN,LONG,664,664,3.84582379518072289158,,2024-08-24T12:59:16.751Z,23576169,,664,0,0.038732,0
ATOM-USD,OPEN,LONG,603,603,4.83654892205638474295,,2024-08-24T21:11:07.203Z,23603237,,603,0,0.595316,0,
BCH-USD,OPEN,LONG,9.99,9.99,335.53703703703703703703,,2024-08-24T18:10:10.421Z,23593355,,9.99,0,2.007289,0
NEAR-USD,OPEN,LONG,544,544,4.31568933823529411763,,2024-08-27T21:02:30.643Z,23844081,,544,0,0.126769,0,
XRP-USD,OPEN,LONG,3840,3840,0.57711041666666666667,,2024-08-25T01:43:05.841Z,23617924,,3840,0,-0.0196,0,
ATOM-USD,OPEN,LONG,603,603,4.83654892205638474295,,2024-08-24T21:11:07.203Z,23603237,,603,0,0.601949,0,
BCH-USD,OPEN,LONG,9.99,9.99,335.53703703703703703703,,2024-08-24T18:10:10.421Z,23593355,,9.99,0,2.009287,0,
DOGE-USD,OPEN,LONG,27500,27500,0.10422203636363636363,,2024-08-24T18:08:03.875Z,23593240,,27500,0,-0.125765,0,
DOT-USD,OPEN,LONG,2182,2182,4.96370348304307974338,,2024-07-22T01:28:19.683Z,20898387,,2182,0,32.754658,0
AVAX-USD,OPEN,LONG,138.7,138.7,24.24533525594808940159,,2024-08-25T23:53:35.013Z,23691727,,138.7,0,0.165652,0
MATIC-USD,OPEN,LONG,6670,6670,0.46808065967016491754,,2024-08-25T01:42:35.289Z,23617896,,6670,0,0.003514,0
DYDX-USD,OPEN,LONG,7966,7966,1.16578282701481295507,,2024-06-07T06:57:45.111Z,17606805,,7966,0,-15.359058,0
NEAR-USD,OPEN,LONG,569,569,4.30019332161687170473,,2024-08-27T21:02:30.643Z,23844081,,569,0,0.126769,0,
FIL-USD,OPEN,LONG,692,692,3.83268063583815028903,,2024-08-24T12:59:16.751Z,23576169,,692,0,0.038732,0
BCH-USD,OPEN,LONG,10.3,10.3,335.04533980582524271844,,2024-08-24T18:10:10.421Z,23593355,,10.3,0,2.009287,0
MATIC-USD,OPEN,LONG,6910,6910,0.46618147612156295224,,2024-08-25T01:42:35.289Z,23617896,,6910,0,0.003514,0
XRP-USD,OPEN,LONG,4010,4010,0.57640623441396508728,,2024-08-25T01:43:05.841Z,23617924,,4010,0,-0.0196,0
AVAX-USD,OPEN,LONG,143.1,143.1,24.18859538784067085954,,2024-08-25T23:53:35.013Z,23691727,,143.1,0,0.165652,0
ATOM-USD,OPEN,LONG,625,625,4.8245264,,2024-08-24T21:11:07.203Z,23603237,,625,0,0.601949,0
XRP-USD,OPEN,LONG,4010,4010,0.57640623441396508728,,2024-08-25T01:43:05.841Z,23617924,,4010,0,-0.022808,0,
ATOM-USD,OPEN,LONG,625,625,4.8245264,,2024-08-24T21:11:07.203Z,23603237,,625,0,0.603199,0,
DOT-USD,OPEN,LONG,2182,2182,4.96370348304307974338,,2024-07-22T01:28:19.683Z,20898387,,2182,0,32.75684,0
XRP-USD,OPEN,LONG,4010,4010,0.57640623441396508728,,2024-08-25T01:43:05.841Z,23617924,,4010,0,-0.02361,0,
ATOM-USD,OPEN,LONG,625,625,4.8245264,,2024-08-24T21:11:07.203Z,23603237,,625,0,0.603824,0,
BCH-USD,OPEN,LONG,10.3,10.3,335.04533980582524271844,,2024-08-24T18:10:10.421Z,23593355,,10.3,0,2.011347,0,
DYDX-USD,OPEN,LONG,7966,7966,1.16578282701481295507,,2024-06-07T06:57:45.111Z,17606805,,7966,0,-15.390922,0
DOGE-USD,OPEN,LONG,28400,28400,0.10408887323943661971,,2024-08-24T18:08:03.875Z,23593240,,28400,0,-0.125765,0
AVAX-USD,OPEN,LONG,147.5,147.5,24.13374915254237288136,,2024-08-25T23:53:35.013Z,23691727,,147.5,0,0.165652,0
AVAX-USD,OPEN,LONG,147.5,147.5,24.13374915254237288136,,2024-08-25T23:53:35.013Z,23691727,,147.5,0,0.167127,0,
ATOM-USD,OPEN,LONG,625,625,4.8245264,,2024-08-24T21:11:07.203Z,23603237,,625,0,0.608199,0,
BCH-USD,OPEN,LONG,10.3,10.3,335.04533980582524271844,,2024-08-24T18:10:10.421Z,23593355,,10.3,0,2.014437,0,
FIL-USD,OPEN,LONG,692,692,3.83268063583815028903,,2024-08-24T12:59:16.751Z,23576169,,692,0,0.04842,0,
DYDX-USD,OPEN,LONG,7966,7966,1.16578282701481295507,,2024-06-07T06:57:45.111Z,17606805,,7966,0,-15.398888,0
MATIC-USD,OPEN,LONG,7150,7150,0.46430909090909090909,,2024-08-25T01:42:35.289Z,23617896,,7150,0,0.003514,0
XRP-USD,OPEN,LONG,4180,4180,0.57564952153110047847,,2024-08-25T01:43:05.841Z,23617924,,4180,0,-0.02361,0
FIL-USD,OPEN,LONG,720,720,3.8192763888888888889,,2024-08-24T12:59:16.751Z,23576169,,720,0,0.04842,0
AVAX-USD,OPEN,LONG,152,152,24.07205921052631578948,,2024-08-25T23:53:35.013Z,23691727,,152,0,0.167127,0
FIL-USD,OPEN,LONG,748,748,3.80597727272727272728,,2024-08-24T12:59:16.751Z,23576169,,748,0,0.04842,0
AVAX-USD,OPEN,LONG,156.5,156.5,24.01132907348242811502,,2024-08-25T23:53:35.013Z,23691727,,156.5,0,0.167127,0
ATOM-USD,OPEN,LONG,625,625,4.8245264,,2024-08-24T21:11:07.203Z,23603237,,625,0,0.612574,0,
BCH-USD,OPEN,LONG,10.3,10.3,335.04533980582524271844,,2024-08-24T18:10:10.421Z,23593355,,10.3,0,2.022677,0,
FIL-USD,OPEN,LONG,748,748,3.80597727272727272728,,2024-08-24T12:59:16.751Z,23576169,,748,0,0.052908,0
ATOM-USD,OPEN,LONG,625,625,4.8245264,,2024-08-24T21:11:07.203Z,23603237,,625,0,0.613824,0,
FIL-USD,OPEN,LONG,748,748,3.80597727272727272728,,2024-08-24T12:59:16.751Z,23576169,,748,0,0.05964,0,
DOT-USD,OPEN,LONG,2182,2182,4.96370348304307974338,,2024-07-22T01:28:19.683Z,20898387,,2182,0,32.763386,0,
DYDX-USD,OPEN,LONG,7966,7966,1.16578282701481295507,,2024-06-07T06:57:45.111Z,17606805,,7966,0,-15.422786,0
AVAX-USD,OPEN,LONG,156.5,156.5,24.01132907348242811502,,2024-08-25T23:53:35.013Z,23691727,,156.5,0,0.170257,0,
ATOM-USD,OPEN,LONG,625,625,4.8245264,,2024-08-24T21:11:07.203Z,23603237,,625,0,0.615074,0,
BCH-USD,OPEN,LONG,10.3,10.3,335.04533980582524271844,,2024-08-24T18:10:10.421Z,23593355,,10.3,0,2.045337,0,
FIL-USD,OPEN,LONG,748,748,3.80597727272727272728,,2024-08-24T12:59:16.751Z,23576169,,748,0,0.07086,0,
DOT-USD,OPEN,LONG,2182,2182,4.96370348304307974338,,2024-07-22T01:28:19.683Z,20898387,,2182,0,32.780842,0,
DYDX-USD,OPEN,LONG,7966,7966,1.16578282701481295507,,2024-06-07T06:57:45.111Z,17606805,,7966,0,-15.438718,0
AVAX-USD,OPEN,LONG,156.5,156.5,24.01132907348242811502,,2024-08-25T23:53:35.013Z,23691727,,156.5,0,0.178082,0,
XRP-USD,OPEN,LONG,4180,4180,0.57564952153110047847,,2024-08-25T01:43:05.841Z,23617924,,4180,0,-0.028208,0,
FIL-USD,OPEN,LONG,748,748,3.80597727272727272728,,2024-08-24T12:59:16.751Z,23576169,,748,0,0.072356,0,
DOT-USD,OPEN,LONG,2182,2182,4.96370348304307974338,,2024-07-22T01:28:19.683Z,20898387,,2182,0,32.80048,0,
DYDX-USD,OPEN,LONG,7966,7966,1.16578282701481295507,,2024-06-07T06:57:45.111Z,17606805,,7966,0,-15.446684,0
BCH-USD,OPEN,LONG,10.61,10.61,334.57360980207351555136,,2024-08-24T18:10:10.421Z,23593355,,10.61,0,2.045337,0
NEAR-USD,OPEN,LONG,594,594,4.28646464646464646463,,2024-08-27T21:02:30.643Z,23844081,,594,0,0.126769,0
